,state_id,state_name,area_type,age_group,education_level,male,female,total
29998,20,State - JHARKHAND,Urban,17,Graduate,0,0,0
29999,20,State - JHARKHAND,Urban,18,Graduate,0,0,0
30000,20,State - JHARKHAND,Urban,19,Graduate,0,0,0
30001,20,State - JHARKHAND,Urban,20-24,Graduate,72775,68717,141492
30002,20,State - JHARKHAND,Urban,25-29,Graduate,100819,78043,178862
30003,20,State - JHARKHAND,Urban,30-34,Graduate,84815,54293,139108
30004,20,State - JHARKHAND,Urban,35-39,Graduate,75315,41221,116536
30005,20,State - JHARKHAND,Urban,40-44,Graduate,66029,30206,96235
30006,20,State - JHARKHAND,Urban,45-49,Graduate,56241,21506,77747
30007,20,State - JHARKHAND,Urban,50-54,Graduate,41263,13721,54984
30008,20,State - JHARKHAND,Urban,55-59,Graduate,33721,9051,42772
30009,20,State - JHARKHAND,Urban,60-64,Graduate,22959,5250,28209
30010,20,State - JHARKHAND,Urban,65-69,Graduate,12680,2374,15054
30011,20,State - JHARKHAND,Urban,70-74,Graduate,7589,1220,8809
30012,20,State - JHARKHAND,Urban,75-79,Graduate,3355,501,3856
30013,20,State - JHARKHAND,Urban,80+,Graduate,2671,626,3297
30014,20,State - JHARKHAND,Urban,Age not stated,Graduate,4143,2482,6625
30015,21,State - ODISHA,Total,All ages,Graduate,1174184,609613,1783797
30016,21,State - ODISHA,Total,0-6,Graduate,0,0,0
30017,21,State - ODISHA,Total,7,Graduate,0,0,0
30018,21,State - ODISHA,Total,8,Graduate,0,0,0
30019,21,State - ODISHA,Total,9,Graduate,0,0,0
30020,21,State - ODISHA,Total,10,Graduate,0,0,0
30021,21,State - ODISHA,Total,11,Graduate,0,0,0
30022,21,State - ODISHA,Total,12,Graduate,0,0,0
30023,21,State - ODISHA,Total,13,Graduate,0,0,0
30024,21,State - ODISHA,Total,14,Graduate,0,0,0
30025,21,State - ODISHA,Total,15,Graduate,0,0,0
30026,21,State - ODISHA,Total,16,Graduate,0,0,0
30027,21,State - ODISHA,Total,17,Graduate,0,0,0
30028,21,State - ODISHA,Total,18,Graduate,0,0,0
30029,21,State - ODISHA,Total,19,Graduate,0,0,0
30030,21,State - ODISHA,Total,20-24,Graduate,137148,125013,262161
30031,21,State - ODISHA,Total,25-29,Graduate,184042,145400,329442
30032,21,State - ODISHA,Total,30-34,Graduate,199847,123191,323038
30033,21,State - ODISHA,Total,35-39,Graduate,186169,87850,274019
30034,21,State - ODISHA,Total,40-44,Graduate,142432,51001,193433
30035,21,State - ODISHA,Total,45-49,Graduate,106915,32472,139387
30036,21,State - ODISHA,Total,50-54,Graduate,76888,18815,95703
30037,21,State - ODISHA,Total,55-59,Graduate,57033,11532,68565
30038,21,State - ODISHA,Total,60-64,Graduate,36189,6103,42292
30039,21,State - ODISHA,Total,65-69,Graduate,20960,2808,23768
30040,21,State - ODISHA,Total,70-74,Graduate,11954,1474,13428
30041,21,State - ODISHA,Total,75-79,Graduate,5522,701,6223
30042,21,State - ODISHA,Total,80+,Graduate,5365,1208,6573
30043,21,State - ODISHA,Total,Age not stated,Graduate,3720,2045,5765
30044,21,State - ODISHA,Rural,All ages,Graduate,626900,273069,899969
30045,21,State - ODISHA,Rural,0-6,Graduate,0,0,0
30046,21,State - ODISHA,Rural,7,Graduate,0,0,0
30047,21,State - ODISHA,Rural,8,Graduate,0,0,0
30048,21,State - ODISHA,Rural,9,Graduate,0,0,0
30049,21,State - ODISHA,Rural,10,Graduate,0,0,0
30050,21,State - ODISHA,Rural,11,Graduate,0,0,0
30051,21,State - ODISHA,Rural,12,Graduate,0,0,0
30052,21,State - ODISHA,Rural,13,Graduate,0,0,0
30053,21,State - ODISHA,Rural,14,Graduate,0,0,0
30054,21,State - ODISHA,Rural,15,Graduate,0,0,0
30055,21,State - ODISHA,Rural,16,Graduate,0,0,0
30056,21,State - ODISHA,Rural,17,Graduate,0,0,0
30057,21,State - ODISHA,Rural,18,Graduate,0,0,0
30058,21,State - ODISHA,Rural,19,Graduate,0,0,0
30059,21,State - ODISHA,Rural,20-24,Graduate,74096,61590,135686
30060,21,State - ODISHA,Rural,25-29,Graduate,106073,72240,178313
30061,21,State - ODISHA,Rural,30-34,Graduate,120235,59177,179412
30062,21,State - ODISHA,Rural,35-39,Graduate,110183,38171,148354
30063,21,State - ODISHA,Rural,40-44,Graduate,76151,18317,94468
30064,21,State - ODISHA,Rural,45-49,Graduate,49145,9931,59076
30065,21,State - ODISHA,Rural,50-54,Graduate,31689,5519,37208
30066,21,State - ODISHA,Rural,55-59,Graduate,23271,3492,26763
30067,21,State - ODISHA,Rural,60-64,Graduate,15436,1850,17286
30068,21,State - ODISHA,Rural,65-69,Graduate,9206,862,10068
30069,21,State - ODISHA,Rural,70-74,Graduate,5192,499,5691
30070,21,State - ODISHA,Rural,75-79,Graduate,2243,220,2463
30071,21,State - ODISHA,Rural,80+,Graduate,2262,397,2659
30072,21,State - ODISHA,Rural,Age not stated,Graduate,1718,804,2522
30073,21,State - ODISHA,Urban,All ages,Graduate,547284,336544,883828
30074,21,State - ODISHA,Urban,0-6,Graduate,0,0,0
30075,21,State - ODISHA,Urban,7,Graduate,0,0,0
30076,21,State - ODISHA,Urban,8,Graduate,0,0,0
30077,21,State - ODISHA,Urban,9,Graduate,0,0,0
30078,21,State - ODISHA,Urban,10,Graduate,0,0,0
30079,21,State - ODISHA,Urban,11,Graduate,0,0,0
30080,21,State - ODISHA,Urban,12,Graduate,0,0,0
30081,21,State - ODISHA,Urban,13,Graduate,0,0,0
30082,21,State - ODISHA,Urban,14,Graduate,0,0,0
30083,21,State - ODISHA,Urban,15,Graduate,0,0,0
30084,21,State - ODISHA,Urban,16,Graduate,0,0,0
30085,21,State - ODISHA,Urban,17,Graduate,0,0,0
30086,21,State - ODISHA,Urban,18,Graduate,0,0,0
30087,21,State - ODISHA,Urban,19,Graduate,0,0,0
30088,21,State - ODISHA,Urban,20-24,Graduate,63052,63423,126475
30089,21,State - ODISHA,Urban,25-29,Graduate,77969,73160,151129
30090,21,State - ODISHA,Urban,30-34,Graduate,79612,64014,143626
30091,21,State - ODISHA,Urban,35-39,Graduate,75986,49679,125665
30092,21,State - ODISHA,Urban,40-44,Graduate,66281,32684,98965
30093,21,State - ODISHA,Urban,45-49,Graduate,57770,22541,80311
30094,21,State - ODISHA,Urban,50-54,Graduate,45199,13296,58495
30095,21,State - ODISHA,Urban,55-59,Graduate,33762,8040,41802
30096,21,State - ODISHA,Urban,60-64,Graduate,20753,4253,25006
30097,21,State - ODISHA,Urban,65-69,Graduate,11754,1946,13700
30098,21,State - ODISHA,Urban,70-74,Graduate,6762,975,7737
30099,21,State - ODISHA,Urban,75-79,Graduate,3279,481,3760
30100,21,State - ODISHA,Urban,80+,Graduate,3103,811,3914
30101,21,State - ODISHA,Urban,Age not stated,Graduate,2002,1241,3243
30102,22,State - CHHATTISGARH,Total,All ages,Graduate,659081,359772,1018853
30103,22,State - CHHATTISGARH,Total,0-6,Graduate,0,0,0
30104,22,State - CHHATTISGARH,Total,7,Graduate,0,0,0
30105,22,State - CHHATTISGARH,Total,8,Graduate,0,0,0
30106,22,State - CHHATTISGARH,Total,9,Graduate,0,0,0
30107,22,State - CHHATTISGARH,Total,10,Graduate,0,0,0
30108,22,State - CHHATTISGARH,Total,11,Graduate,0,0,0
30109,22,State - CHHATTISGARH,Total,12,Graduate,0,0,0
30110,22,State - CHHATTISGARH,Total,13,Graduate,0,0,0
30111,22,State - CHHATTISGARH,Total,14,Graduate,0,0,0
30112,22,State - CHHATTISGARH,Total,15,Graduate,0,0,0
30113,22,State - CHHATTISGARH,Total,16,Graduate,0,0,0
30114,22,State - CHHATTISGARH,Total,17,Graduate,0,0,0
30115,22,State - CHHATTISGARH,Total,18,Graduate,0,0,0
30116,22,State - CHHATTISGARH,Total,19,Graduate,0,0,0
30117,22,State - CHHATTISGARH,Total,20-24,Graduate,76079,73995,150074
30118,22,State - CHHATTISGARH,Total,25-29,Graduate,122296,89672,211968
30119,22,State - CHHATTISGARH,Total,30-34,Graduate,112816,65538,178354
30120,22,State - CHHATTISGARH,Total,35-39,Graduate,98236,46833,145069
30121,22,State - CHHATTISGARH,Total,40-44,Graduate,79705,32758,112463
30122,22,State - CHHATTISGARH,Total,45-49,Graduate,61099,22274,83373
30123,22,State - CHHATTISGARH,Total,50-54,Graduate,41045,12607,53652
30124,22,State - CHHATTISGARH,Total,55-59,Graduate,27204,7100,34304
30125,22,State - CHHATTISGARH,Total,60-64,Graduate,18619,4330,22949
30126,22,State - CHHATTISGARH,Total,65-69,Graduate,10291,2048,12339
30127,22,State - CHHATTISGARH,Total,70-74,Graduate,6099,1045,7144
30128,22,State - CHHATTISGARH,Total,75-79,Graduate,2750,439,3189
30129,22,State - CHHATTISGARH,Total,80+,Graduate,2109,709,2818
30130,22,State - CHHATTISGARH,Total,Age not stated,Graduate,733,424,1157
30131,22,State - CHHATTISGARH,Rural,All ages,Graduate,256863,79922,336785
30132,22,State - CHHATTISGARH,Rural,0-6,Graduate,0,0,0
30133,22,State - CHHATTISGARH,Rural,7,Graduate,0,0,0
30134,22,State - CHHATTISGARH,Rural,8,Graduate,0,0,0
30135,22,State - CHHATTISGARH,Rural,9,Graduate,0,0,0
30136,22,State - CHHATTISGARH,Rural,10,Graduate,0,0,0
30137,22,State - CHHATTISGARH,Rural,11,Graduate,0,0,0
30138,22,State - CHHATTISGARH,Rural,12,Graduate,0,0,0
30139,22,State - CHHATTISGARH,Rural,13,Graduate,0,0,0
30140,22,State - CHHATTISGARH,Rural,14,Graduate,0,0,0
30141,22,State - CHHATTISGARH,Rural,15,Graduate,0,0,0
30142,22,State - CHHATTISGARH,Rural,16,Graduate,0,0,0
30143,22,State - CHHATTISGARH,Rural,17,Graduate,0,0,0
30144,22,State - CHHATTISGARH,Rural,18,Graduate,0,0,0
30145,22,State - CHHATTISGARH,Rural,19,Graduate,0,0,0
30146,22,State - CHHATTISGARH,Rural,20-24,Graduate,32076,22174,54250
30147,22,State - CHHATTISGARH,Rural,25-29,Graduate,54990,25215,80205
30148,22,State - CHHATTISGARH,Rural,30-34,Graduate,50975,15586,66561
30149,22,State - CHHATTISGARH,Rural,35-39,Graduate,42899,8627,51526
30150,22,State - CHHATTISGARH,Rural,40-44,Graduate,29725,4149,33874
30151,22,State - CHHATTISGARH,Rural,45-49,Graduate,18733,2066,20799
30152,22,State - CHHATTISGARH,Rural,50-54,Graduate,10372,941,11313
30153,22,State - CHHATTISGARH,Rural,55-59,Graduate,6753,469,7222
30154,22,State - CHHATTISGARH,Rural,60-64,Graduate,5205,274,5479
30155,22,State - CHHATTISGARH,Rural,65-69,Graduate,2730,142,2872
30156,22,State - CHHATTISGARH,Rural,70-74,Graduate,1312,78,1390
30157,22,State - CHHATTISGARH,Rural,75-79,Graduate,483,31,514
30158,22,State - CHHATTISGARH,Rural,80+,Graduate,463,118,581
30159,22,State - CHHATTISGARH,Rural,Age not stated,Graduate,147,52,199
30160,22,State - CHHATTISGARH,Urban,All ages,Graduate,402218,279850,682068
30161,22,State - CHHATTISGARH,Urban,0-6,Graduate,0,0,0
30162,22,State - CHHATTISGARH,Urban,7,Graduate,0,0,0
30163,22,State - CHHATTISGARH,Urban,8,Graduate,0,0,0
30164,22,State - CHHATTISGARH,Urban,9,Graduate,0,0,0
30165,22,State - CHHATTISGARH,Urban,10,Graduate,0,0,0
30166,22,State - CHHATTISGARH,Urban,11,Graduate,0,0,0
30167,22,State - CHHATTISGARH,Urban,12,Graduate,0,0,0
30168,22,State - CHHATTISGARH,Urban,13,Graduate,0,0,0
30169,22,State - CHHATTISGARH,Urban,14,Graduate,0,0,0
30170,22,State - CHHATTISGARH,Urban,15,Graduate,0,0,0
30171,22,State - CHHATTISGARH,Urban,16,Graduate,0,0,0
30172,22,State - CHHATTISGARH,Urban,17,Graduate,0,0,0
30173,22,State - CHHATTISGARH,Urban,18,Graduate,0,0,0
30174,22,State - CHHATTISGARH,Urban,19,Graduate,0,0,0
30175,22,State - CHHATTISGARH,Urban,20-24,Graduate,44003,51821,95824
30176,22,State - CHHATTISGARH,Urban,25-29,Graduate,67306,64457,131763
30177,22,State - CHHATTISGARH,Urban,30-34,Graduate,61841,49952,111793
30178,22,State - CHHATTISGARH,Urban,35-39,Graduate,55337,38206,93543
30179,22,State - CHHATTISGARH,Urban,40-44,Graduate,49980,28609,78589
30180,22,State - CHHATTISGARH,Urban,45-49,Graduate,42366,20208,62574
30181,22,State - CHHATTISGARH,Urban,50-54,Graduate,30673,11666,42339
30182,22,State - CHHATTISGARH,Urban,55-59,Graduate,20451,6631,27082
30183,22,State - CHHATTISGARH,Urban,60-64,Graduate,13414,4056,17470
30184,22,State - CHHATTISGARH,Urban,65-69,Graduate,7561,1906,9467
30185,22,State - CHHATTISGARH,Urban,70-74,Graduate,4787,967,5754
30186,22,State - CHHATTISGARH,Urban,75-79,Graduate,2267,408,2675
30187,22,State - CHHATTISGARH,Urban,80+,Graduate,1646,591,2237
30188,22,State - CHHATTISGARH,Urban,Age not stated,Graduate,586,372,958
30189,23,State - MADHYA PRADESH,Total,All ages,Graduate,2051127,1171675,3222802
30190,23,State - MADHYA PRADESH,Total,0-6,Graduate,0,0,0
30191,23,State - MADHYA PRADESH,Total,7,Graduate,0,0,0
30192,23,State - MADHYA PRADESH,Total,8,Graduate,0,0,0
30193,23,State - MADHYA PRADESH,Total,9,Graduate,0,0,0
30194,23,State - MADHYA PRADESH,Total,10,Graduate,0,0,0
30195,23,State - MADHYA PRADESH,Total,11,Graduate,0,0,0
30196,23,State - MADHYA PRADESH,Total,12,Graduate,0,0,0
30197,23,State - MADHYA PRADESH,Total,13,Graduate,0,0,0
30198,23,State - MADHYA PRADESH,Total,14,Graduate,0,0,0
30199,23,State - MADHYA PRADESH,Total,15,Graduate,0,0,0
30200,23,State - MADHYA PRADESH,Total,16,Graduate,0,0,0
30201,23,State - MADHYA PRADESH,Total,17,Graduate,0,0,0
30202,23,State - MADHYA PRADESH,Total,18,Graduate,0,0,0
30203,23,State - MADHYA PRADESH,Total,19,Graduate,0,0,0
30204,23,State - MADHYA PRADESH,Total,20-24,Graduate,301184,253295,554479
30205,23,State - MADHYA PRADESH,Total,25-29,Graduate,370332,264057,634389
30206,23,State - MADHYA PRADESH,Total,30-34,Graduate,309099,193260,502359
30207,23,State - MADHYA PRADESH,Total,35-39,Graduate,254328,138991,393319
30208,23,State - MADHYA PRADESH,Total,40-44,Graduate,220070,108241,328311
30209,23,State - MADHYA PRADESH,Total,45-49,Graduate,187736,82112,269848
30210,23,State - MADHYA PRADESH,Total,50-54,Graduate,141061,54029,195090
30211,23,State - MADHYA PRADESH,Total,55-59,Graduate,97512,32967,130479
30212,23,State - MADHYA PRADESH,Total,60-64,Graduate,71866,20581,92447
30213,23,State - MADHYA PRADESH,Total,65-69,Graduate,43802,10014,53816
30214,23,State - MADHYA PRADESH,Total,70-74,Graduate,27385,5794,33179
30215,23,State - MADHYA PRADESH,Total,75-79,Graduate,13169,2443,15612
30216,23,State - MADHYA PRADESH,Total,80+,Graduate,10520,3746,14266
30217,23,State - MADHYA PRADESH,Total,Age not stated,Graduate,3063,2145,5208
30218,23,State - MADHYA PRADESH,Rural,All ages,Graduate,640936,194665,835601
30219,23,State - MADHYA PRADESH,Rural,0-6,Graduate,0,0,0
30220,23,State - MADHYA PRADESH,Rural,7,Graduate,0,0,0
30221,23,State - MADHYA PRADESH,Rural,8,Graduate,0,0,0
30222,23,State - MADHYA PRADESH,Rural,9,Graduate,0,0,0
30223,23,State - MADHYA PRADESH,Rural,10,Graduate,0,0,0
30224,23,State - MADHYA PRADESH,Rural,11,Graduate,0,0,0
30225,23,State - MADHYA PRADESH,Rural,12,Graduate,0,0,0
30226,23,State - MADHYA PRADESH,Rural,13,Graduate,0,0,0
30227,23,State - MADHYA PRADESH,Rural,14,Graduate,0,0,0
30228,23,State - MADHYA PRADESH,Rural,15,Graduate,0,0,0
30229,23,State - MADHYA PRADESH,Rural,16,Graduate,0,0,0
30230,23,State - MADHYA PRADESH,Rural,17,Graduate,0,0,0
30231,23,State - MADHYA PRADESH,Rural,18,Graduate,0,0,0
30232,23,State - MADHYA PRADESH,Rural,19,Graduate,0,0,0
30233,23,State - MADHYA PRADESH,Rural,20-24,Graduate,118301,62577,180878
30234,23,State - MADHYA PRADESH,Rural,25-29,Graduate,137797,54652,192449
30235,23,State - MADHYA PRADESH,Rural,30-34,Graduate,106911,33200,140111
30236,23,State - MADHYA PRADESH,Rural,35-39,Graduate,82398,18775,101173
30237,23,State - MADHYA PRADESH,Rural,40-44,Graduate,64796,11334,76130
30238,23,State - MADHYA PRADESH,Rural,45-49,Graduate,46818,6454,53272
30239,23,State - MADHYA PRADESH,Rural,50-54,Graduate,29885,3309,33194
30240,23,State - MADHYA PRADESH,Rural,55-59,Graduate,19609,1805,21414
30241,23,State - MADHYA PRADESH,Rural,60-64,Graduate,15082,1021,16103
30242,23,State - MADHYA PRADESH,Rural,65-69,Graduate,9504,537,10041
30243,23,State - MADHYA PRADESH,Rural,70-74,Graduate,5282,298,5580
30244,23,State - MADHYA PRADESH,Rural,75-79,Graduate,2059,112,2171
30245,23,State - MADHYA PRADESH,Rural,80+,Graduate,1897,372,2269
30246,23,State - MADHYA PRADESH,Rural,Age not stated,Graduate,597,219,816
30247,23,State - MADHYA PRADESH,Urban,All ages,Graduate,1410191,977010,2387201
30248,23,State - MADHYA PRADESH,Urban,0-6,Graduate,0,0,0
30249,23,State - MADHYA PRADESH,Urban,7,Graduate,0,0,0
30250,23,State - MADHYA PRADESH,Urban,8,Graduate,0,0,0
30251,23,State - MADHYA PRADESH,Urban,9,Graduate,0,0,0
30252,23,State - MADHYA PRADESH,Urban,10,Graduate,0,0,0
30253,23,State - MADHYA PRADESH,Urban,11,Graduate,0,0,0
30254,23,State - MADHYA PRADESH,Urban,12,Graduate,0,0,0
30255,23,State - MADHYA PRADESH,Urban,13,Graduate,0,0,0
30256,23,State - MADHYA PRADESH,Urban,14,Graduate,0,0,0
30257,23,State - MADHYA PRADESH,Urban,15,Graduate,0,0,0
30258,23,State - MADHYA PRADESH,Urban,16,Graduate,0,0,0
30259,23,State - MADHYA PRADESH,Urban,17,Graduate,0,0,0
30260,23,State - MADHYA PRADESH,Urban,18,Graduate,0,0,0
30261,23,State - MADHYA PRADESH,Urban,19,Graduate,0,0,0
30262,23,State - MADHYA PRADESH,Urban,20-24,Graduate,182883,190718,373601
30263,23,State - MADHYA PRADESH,Urban,25-29,Graduate,232535,209405,441940
30264,23,State - MADHYA PRADESH,Urban,30-34,Graduate,202188,160060,362248
30265,23,State - MADHYA PRADESH,Urban,35-39,Graduate,171930,120216,292146
30266,23,State - MADHYA PRADESH,Urban,40-44,Graduate,155274,96907,252181
30267,23,State - MADHYA PRADESH,Urban,45-49,Graduate,140918,75658,216576
30268,23,State - MADHYA PRADESH,Urban,50-54,Graduate,111176,50720,161896
30269,23,State - MADHYA PRADESH,Urban,55-59,Graduate,77903,31162,109065
30270,23,State - MADHYA PRADESH,Urban,60-64,Graduate,56784,19560,76344
30271,23,State - MADHYA PRADESH,Urban,65-69,Graduate,34298,9477,43775
30272,23,State - MADHYA PRADESH,Urban,70-74,Graduate,22103,5496,27599
30273,23,State - MADHYA PRADESH,Urban,75-79,Graduate,11110,2331,13441
30274,23,State - MADHYA PRADESH,Urban,80+,Graduate,8623,3374,11997
30275,23,State - MADHYA PRADESH,Urban,Age not stated,Graduate,2466,1926,4392
30276,24,State - GUJARAT,Total,All ages,Graduate,1891932,1282226,3174158
30277,24,State - GUJARAT,Total,0-6,Graduate,0,0,0
30278,24,State - GUJARAT,Total,7,Graduate,0,0,0
30279,24,State - GUJARAT,Total,8,Graduate,0,0,0
30280,24,State - GUJARAT,Total,9,Graduate,0,0,0
30281,24,State - GUJARAT,Total,10,Graduate,0,0,0
30282,24,State - GUJARAT,Total,11,Graduate,0,0,0
30283,24,State - GUJARAT,Total,12,Graduate,0,0,0
30284,24,State - GUJARAT,Total,13,Graduate,0,0,0
30285,24,State - GUJARAT,Total,14,Graduate,0,0,0
30286,24,State - GUJARAT,Total,15,Graduate,0,0,0
30287,24,State - GUJARAT,Total,16,Graduate,0,0,0
30288,24,State - GUJARAT,Total,17,Graduate,0,0,0
30289,24,State - GUJARAT,Total,18,Graduate,0,0,0
30290,24,State - GUJARAT,Total,19,Graduate,0,0,0
30291,24,State - GUJARAT,Total,20-24,Graduate,297384,266961,564345
30292,24,State - GUJARAT,Total,25-29,Graduate,346476,293222,639698
30293,24,State - GUJARAT,Total,30-34,Graduate,264196,210576,474772
30294,24,State - GUJARAT,Total,35-39,Graduate,226129,163687,389816
30295,24,State - GUJARAT,Total,40-44,Graduate,183489,111725,295214
30296,24,State - GUJARAT,Total,45-49,Graduate,158570,81882,240452
30297,24,State - GUJARAT,Total,50-54,Graduate,137181,60207,197388
30298,24,State - GUJARAT,Total,55-59,Graduate,112081,41708,153789
30299,24,State - GUJARAT,Total,60-64,Graduate,71677,22768,94445
30300,24,State - GUJARAT,Total,65-69,Graduate,40873,11338,52211
30301,24,State - GUJARAT,Total,70-74,Graduate,24414,6277,30691
30302,24,State - GUJARAT,Total,75-79,Graduate,11815,2605,14420
30303,24,State - GUJARAT,Total,80+,Graduate,10238,3781,14019
30304,24,State - GUJARAT,Total,Age not stated,Graduate,7409,5489,12898
30305,24,State - GUJARAT,Rural,All ages,Graduate,452150,218280,670430
30306,24,State - GUJARAT,Rural,0-6,Graduate,0,0,0
30307,24,State - GUJARAT,Rural,7,Graduate,0,0,0
30308,24,State - GUJARAT,Rural,8,Graduate,0,0,0
30309,24,State - GUJARAT,Rural,9,Graduate,0,0,0
30310,24,State - GUJARAT,Rural,10,Graduate,0,0,0
30311,24,State - GUJARAT,Rural,11,Graduate,0,0,0
30312,24,State - GUJARAT,Rural,12,Graduate,0,0,0
30313,24,State - GUJARAT,Rural,13,Graduate,0,0,0
30314,24,State - GUJARAT,Rural,14,Graduate,0,0,0
30315,24,State - GUJARAT,Rural,15,Graduate,0,0,0
30316,24,State - GUJARAT,Rural,16,Graduate,0,0,0
30317,24,State - GUJARAT,Rural,17,Graduate,0,0,0
30318,24,State - GUJARAT,Rural,18,Graduate,0,0,0
30319,24,State - GUJARAT,Rural,19,Graduate,0,0,0
30320,24,State - GUJARAT,Rural,20-24,Graduate,88952,67624,156576
30321,24,State - GUJARAT,Rural,25-29,Graduate,100543,61074,161617
30322,24,State - GUJARAT,Rural,30-34,Graduate,67052,34817,101869
30323,24,State - GUJARAT,Rural,35-39,Graduate,56634,24160,80794
30324,24,State - GUJARAT,Rural,40-44,Graduate,43069,13274,56343
30325,24,State - GUJARAT,Rural,45-49,Graduate,32405,7404,39809
30326,24,State - GUJARAT,Rural,50-54,Graduate,23496,4151,27647
30327,24,State - GUJARAT,Rural,55-59,Graduate,17614,2420,20034
30328,24,State - GUJARAT,Rural,60-64,Graduate,10646,1189,11835
30329,24,State - GUJARAT,Rural,65-69,Graduate,5410,553,5963
30330,24,State - GUJARAT,Rural,70-74,Graduate,2624,275,2899
30331,24,State - GUJARAT,Rural,75-79,Graduate,1015,111,1126
30332,24,State - GUJARAT,Rural,80+,Graduate,1106,339,1445
30333,24,State - GUJARAT,Rural,Age not stated,Graduate,1584,889,2473
30334,24,State - GUJARAT,Urban,All ages,Graduate,1439782,1063946,2503728
30335,24,State - GUJARAT,Urban,0-6,Graduate,0,0,0
30336,24,State - GUJARAT,Urban,7,Graduate,0,0,0
30337,24,State - GUJARAT,Urban,8,Graduate,0,0,0
30338,24,State - GUJARAT,Urban,9,Graduate,0,0,0
30339,24,State - GUJARAT,Urban,10,Graduate,0,0,0
30340,24,State - GUJARAT,Urban,11,Graduate,0,0,0
30341,24,State - GUJARAT,Urban,12,Graduate,0,0,0
30342,24,State - GUJARAT,Urban,13,Graduate,0,0,0
30343,24,State - GUJARAT,Urban,14,Graduate,0,0,0
30344,24,State - GUJARAT,Urban,15,Graduate,0,0,0
30345,24,State - GUJARAT,Urban,16,Graduate,0,0,0
30346,24,State - GUJARAT,Urban,17,Graduate,0,0,0
30347,24,State - GUJARAT,Urban,18,Graduate,0,0,0
30348,24,State - GUJARAT,Urban,19,Graduate,0,0,0
30349,24,State - GUJARAT,Urban,20-24,Graduate,208432,199337,407769
30350,24,State - GUJARAT,Urban,25-29,Graduate,245933,232148,478081
30351,24,State - GUJARAT,Urban,30-34,Graduate,197144,175759,372903
30352,24,State - GUJARAT,Urban,35-39,Graduate,169495,139527,309022
30353,24,State - GUJARAT,Urban,40-44,Graduate,140420,98451,238871
30354,24,State - GUJARAT,Urban,45-49,Graduate,126165,74478,200643
30355,24,State - GUJARAT,Urban,50-54,Graduate,113685,56056,169741
30356,24,State - GUJARAT,Urban,55-59,Graduate,94467,39288,133755
